City,Client ID,Client Name,Number of Records,Order ID,Zip Code,Goods Category,Goods Sub-Category,Profit,Region,Row ID,Office City Sales,State
Marshalltown,2794,Connie Bunn,1,87562,50158,Office Machines,Computer Periphera,320,Central,18353,464,Iowa
Newton,672,Brian Leach,1,88180,50208,Office Machines,Computer Periphera,44,Central,21541,140,Iowa
Ankeny,1799,Jordan Marsh,1,85845,50021,Office Machines,Computer Periphera,-23,Central,21940,275,Iowa
Cedar Falls,1828,Stacey Lucas,1,86960,50613,Office Machines,Computer Periphera,-2,Central,21384,142,Iowa
Cedar Rapids,1966,Rose McCarthy,1,89458,52402,Office Machines,Computer Periphera,-80,Central,19352,141,Iowa
Clinton,1967,Carolyn Hoffman,1,89463,52732,Office Machines,Computer Periphera,19,Central,19437,595,Iowa
Newton,672,Brian Leach,1,88175,50208,Office Machines,Computer Periphera,-54,Central,19122,41,Iowa
Ottumwa,673,Paula Joyce Browning,1,88179,52501,Office Machines,Computer Periphera,410,Central,18485,595,Iowa
Newton,234,Don Cameron,1,90238,50208,Office Machines,Computer Periphera,-12,Central,25122,33,Iowa
Fort Dodge,2206,Bobby Powell,1,86258,50501,Office Machines,Computer Periphera,-35,Central,18164,55,Iowa
Bettendorf,1800,Bradley Brantley,1,85848,52722,Office Machines,Computer Periphera,-116,Central,23390,179,Iowa
Sioux City,2891,Amanda Wright,1,90021,51106,Office Machines,Computer Periphera,-33,Central,26117,635,Iowa
Mason City,2795,Harry Burns,1,87564,50401,Office Machines,Computer Periphera,185,Central,20145,269,Iowa
Emporia,1938,Franklin Spencer,1,88870,66801,Office Machines,Computer Periphera,-521,Central,23551,558,Kansas
Manhattan,97,Max McKenna,1,87314,66502,Office Machines,Computer Periphera,41,Central,24244,712,Kansas
Topeka,287,Bruce Norton,1,89768,66614,Office Machines,Computer Periphera,-183,Central,23020,30,Kansas
Hays,2951,Jordan Womble,1,91402,67601,Office Machines,Computer Periphera,54,Central,25053,241,Kansas
Prairie Village,873,Robyn Goodwin,1,89063,66202,Office Machines,Computer Periphera,8,Central,26382,42,Kansas
Hays,2861,Dwight Robinson,1,88290,67601,Office Machines,Computer Periphera,-72,Central,23596,65,Kansas
Derby,2653,Leo Kane,1,89360,67037,Office Machines,Computer Periphera,-98,Central,25662,34,Kansas
Garden City,3041,Carrie Duke,1,86102,67846,Office Machines,Computer Periphera,97,Central,19381,1182,Kansas
Kansas City,3043,Ruby Horowitz,1,86106,66104,Office Machines,Computer Periphera,-243,Central,21154,73,Kansas
Prairie Village,1180,Bernard Strauss,1,86920,66202,Office Machines,Computer Periphera,-99,Central,19153,179,Kansas
Topeka,287,Bruce Norton,1,89765,66614,Office Machines,Computer Periphera,82,Central,24808,126,Kansas
Prairie Village,1180,Bernard Strauss,1,86918,66202,Office Machines,Computer Periphera,166,Central,18191,240,Kansas
Dodge City,2988,Johnny Cline,1,91184,67801,Office Machines,Computer Periphera,-83,Central,25558,29,Kansas
Wichita,288,Patricia Cole Blair,1,89762,67212,Office Machines,Computer Periphera,133,Central,25624,192,Kansas
Newton,1675,Elizabeth Herman,1,89496,67114,Office Machines,Computer Periphera,10,Central,22619,492,Kansas
Hutchinson,3042,Tara Gold,1,86113,67501,Office Machines,Computer Periphera,167,Central,19440,715,Kansas
Emporia,1938,Franklin Spencer,1,88873,66801,Office Machines,Computer Periphera,-27,Central,21208,12,Kansas
Lenexa,96,Vincent Lindsay,1,87310,66215,Office Machines,Computer Periphera,285,Central,22005,413,Kansas
Hays,2861,Dwight Robinson,1,88287,67601,Office Machines,Computer Periphera,253,Central,25242,628,Kansas
Dearborn Heights,1974,Robert Brantley,1,89042,48127,Office Machines,Computer Periphera,622,Central,19953,953,Michigan
Mount Pleasant,2945,Benjamin Norman Rodgers,1,90311,48858,Office Machines,Computer Periphera,15,Central,24578,90,Michigan
Redford,3343,Herbert Liu,1,89932,48239,Office Machines,Computer Periphera,-391,Central,19288,571,Michigan
Bay City,1482,Michael Tanner,1,91364,48708,Office Machines,Computer Periphera,-59,Central,21757,25,Michigan
Inkster,2584,Seth Matthews,1,89662,48141,Office Machines,Computer Periphera,7,Central,25221,300,Michigan
Owosso,870,Hugh Brock,1,90581,48841,Office Machines,Computer Periphera,-64,Central,19803,134,Michigan
Troy,2156,Kristin Dorsey,1,90397,48098,Office Machines,Computer Periphera,-67,Central,20442,59,Michigan
Portage,2616,Laurence Hull,1,91499,49002,Office Machines,Computer Periphera,297,Central,26092,1521,Michigan
Battle Creek,1405,Crystal Floyd,1,86145,49017,Office Machines,Computer Periphera,-21,Central,24080,355,Michigan
Redford,3328,Penny Kaufman,1,87273,48239,Office Machines,Computer Periphera,149,Central,19167,332,Michigan
Dearborn Heights,1819,LeRoy Khan,1,85998,48127,Office Machines,Computer Periphera,52,Central,25919,214,Michigan
Rochester Hills,3344,Jim Hinson,1,89929,48307,Office Machines,Computer Periphera,-106,Central,20335,84,Michigan
Kentwood,2714,Regina Phillips,1,88708,49508,Office Machines,Computer Periphera,3121,Central,21156,4772,Michigan
Lincoln Park,2743,Erin Brandt Spivey,1,89214,48146,Office Machines,Computer Periphera,76,Central,18888,414,Michigan
Oak Park,2999,Kim McCarthy,1,87049,48237,Office Machines,Computer Periphera,-40,Central,18657,22,Michigan
Farmington Hills,2071,Victor Cherry,1,88555,48336,Office Machines,Computer Periphera,976,Central,20498,1415,Michigan
Inkster,2584,Seth Matthews,1,89659,48141,Office Machines,Computer Periphera,-26,Central,24061,71,Michigan
Detroit,1975,Jennifer Grant,1,89046,48227,Office Machines,Computer Periphera,-44,Central,24885,65,Michigan
Detroit,2756,Ruth McConnell Young,1,58342,48205,Office Machines,Computer Periphera,754,Central,8160,1934,Michigan
Taylor,2155,Raymond Clark,1,90402,48180,Office Machines,Computer Periphera,-315,Central,19623,242,Michigan
Jackson,2585,Max Gonzalez,1,89663,49201,Office Machines,Computer Periphera,-48,Central,25710,17,Michigan
Muskegon,2995,Carol T Pitts,1,88917,49442,Office Machines,Computer Periphera,492,Central,23679,714,Michigan
Madison Heights,2893,Kathryn Tate,1,90022,48071,Office Machines,Computer Periphera,-67,Central,24948,29,Michigan
Ann Arbor,1404,Clara Bullock,1,86147,48104,Office Machines,Computer Periphera,21,Central,20901,165,Michigan
Detroit,2756,Ruth McConnell Young,1,32647,48205,Office Machines,Computer Periphera,-57,Central,4591,2288,Michigan
Ann Arbor,1404,Clara Bullock,1,86149,48104,Office Machines,Computer Periphera,-30,Central,21743,246,Michigan
Adrian,3261,Steven Long,1,90300,49221,Office Machines,Computer Periphera,107,Central,19565,288,Michigan
Sault Sainte Marie,2466,Gilbert Godfrey,1,88136,49783,Office Machines,Computer Periphera,102,Central,22582,438,Michigan
Battle Creek,1405,Crystal Floyd,1,86146,49017,Office Machines,Computer Periphera,47,Central,24798,844,Michigan
Redford,3328,Penny Kaufman,1,87275,48239,Office Machines,Computer Periphera,248,Central,24380,359,Michigan
Ann Arbor,1404,Clara Bullock,1,86151,48104,Office Machines,Computer Periphera,694,Central,20759,1006,Michigan
Lansing,2715,Becky Farmer,1,88702,48911,Office Machines,Computer Periphera,-75,Central,21690,32,Michigan
Trenton,3195,John House,1,89806,48183,Office Machines,Computer Periphera,105,Central,21014,268,Michigan
Detroit,2756,Ruth McConnell Young,1,45794,48205,Office Machines,Computer Periphera,146,Central,6442,2374,Michigan
Maple Grove,2897,Betty Giles,1,86928,55369,Office Machines,Computer Periphera,-42,Central,22144,10,Minnesota
Owatonna,3179,Marie Pittman,1,86990,55060,Office Machines,Computer Periphera,-23,Central,23695,15,Minnesota
Savage,645,Jessie Pugh,1,90738,55378,Office Machines,Computer Periphera,144,Central,24867,273,Minnesota
Minnetonka Mills,3008,Penny Rich,1,89417,55343,Office Machines,Computer Periphera,1093,Central,18983,1584,Minnesota
Eden Prairie,2374,Ann Pearson,1,90719,55343,Office Machines,Computer Periphera,207,Central,25254,402,Minnesota
Moorhead,3009,Jeanne Schwarz,1,89416,56560,Office Machines,Computer Periphera,-26,Central,25752,306,Minnesota
Mankato,2896,Anna Ellis,1,86931,56001,Office Machines,Computer Periphera,-148,Central,19468,113,Minnesota
Red Wing,1953,Penny Rose,1,88341,55066,Office Machines,Computer Periphera,-100,Central,25410,36,Minnesota
Blaine,2200,Sarah Huang,1,86055,55434,Office Machines,Computer Periphera,580,Central,18967,840,Minnesota
Minnetonka,2984,Kelly Burnette,1,88779,55345,Office Machines,Computer Periphera,-59,Central,21361,80,Minnesota
Moorhead,3068,Anne Heller,1,88193,56560,Office Machines,Computer Periphera,-6,Central,18488,37,Minnesota
Coon Rapids,2290,Glen Robertson,1,88164,55433,Office Machines,Computer Periphera,779,Central,19723,1130,Minnesota
Shakopee,646,Robin High,1,90738,55379,Office Machines,Computer Periphera,-94,Central,24868,95,Minnesota
Minnetonka,2984,Kelly Burnette,1,88780,55345,Office Machines,Computer Periphera,35,Central,24279,122,Minnesota
Eden Prairie,2447,Gladys Everett,1,87794,55343,Office Machines,Computer Periphera,238,Central,22895,345,Minnesota
Saint Cloud,448,Maria B Hanna,1,90451,56301,Office Machines,Computer Periphera,-79,Central,20352,159,Minnesota
Cottage Grove,2291,Maxine Joyner,1,88167,55016,Office Machines,Computer Periphera,213,Central,22991,1144,Minnesota
Savage,636,Gretchen Wiggins,1,89286,55378,Office Machines,Computer Periphera,740,Central,23437,2359,Minnesota
Maplewood,2954,William Sharma,1,86428,55119,Office Machines,Computer Periphera,-75,Central,21111,38,Minnesota
Rochester,251,Joann Davidson Rich,1,87218,55901,Office Machines,Computer Periphera,39,Central,21825,458,Minnesota
Saint Peters,689,Tommy Honeycutt,1,88502,63376,Office Machines,Computer Periphera,-51,Central,26321,17,Missouri
Ferguson,1445,Victor Hansen,1,86711,63135,Office Machines,Computer Periphera,-125,Central,20242,34,Missouri
Florissant,2130,Theodore Garrison,1,90082,63031,Office Machines,Computer Periphera,-34,Central,20118,105,Missouri
Clayton,392,Erica R Fuller,1,86383,63105,Office Machines,Computer Periphera,-160,Central,25449,37,Missouri
Hazelwood,2132,Philip Hawkins,1,90078,63042,Office Machines,Computer Periphera,-191,Central,21964,334,Missouri
Maryland Heights,534,Geoffrey Ayers,1,88515,63043,Office Machines,Computer Periphera,1075,Central,21415,1557,Missouri
University City,1533,Nicole Reid,1,91330,63130,Office Machines,Computer Periphera,-56,Central,25278,36,Missouri
Creve Coeur,1765,Ralph Woods Scott,1,89784,63141,Office Machines,Computer Periphera,24,Central,22527,202,Missouri
University City,1533,Nicole Reid,1,91328,63130,Office Machines,Computer Periphera,-56,Central,21596,74,Missouri
Bridgeton,1587,Tim Skinner,1,90282,63044,Office Machines,Computer Periphera,-8,Central,23872,33,Missouri
University City,1957,Ted Crowder,1,89818,63130,Office Machines,Computer Periphera,-387,Central,21638,77,Missouri
University City,1957,Ted Crowder,1,89824,63130,Office Machines,Computer Periphera,-102,Central,19711,309,Missouri
Oakville,2820,Laurence Simon,1,87902,63129,Office Machines,Computer Periphera,-136,Central,18422,168,Missouri
Oakville,2820,Laurence Simon,1,87899,63129,Office Machines,Computer Periphera,-83,Central,24373,114,Missouri
Maryland Heights,534,Geoffrey Ayers,1,88515,63043,Office Machines,Computer Periphera,-82,Central,21416,210,Missouri
Saint Louis,688,Ashley Reese,1,88508,63116,Office Machines,Computer Periphera,85,Central,20786,133,Missouri
Fremont,386,Sue Nichols,1,90342,68025,Office Machines,Computer Periphera,-28,Central,19737,53,Nebraska
Grand Island,387,Angela Howe,1,90340,68801,Office Machines,Computer Periphera,381,Central,20271,552,Nebraska
Grand Island,387,Angela Howe,1,90343,68801,Office Machines,Computer Periphera,17,Central,20195,412,Nebraska
Omaha,427,Annie McLaughlin,1,88481,68104,Office Machines,Computer Periphera,-28,Central,19864,17,Nebraska
Fremont,386,Sue Nichols,1,90350,68025,Office Machines,Computer Periphera,-39,Central,19853,63,Nebraska
Kearney,388,Roger Schwartz,1,90348,68847,Office Machines,Computer Periphera,-74,Central,22933,36,Nebraska
Bismarck,2780,Gregory Strickland,1,87171,58501,Office Machines,Computer Periphera,-19,Central,23646,11,North Dakota
Minot,3023,Evelyn Dougherty,1,91139,58701,Office Machines,Computer Periphera,23,Central,20766,225,North Dakota
Bismarck,2910,Tina Jiang,1,87398,58501,Office Machines,Computer Periphera,-151,Central,18288,81,North Dakota
Bartlesville,327,Sherri McKinney,1,90975,74006,Office Machines,Computer Periphera,21,Central,20455,89,Oklahoma
Mustang,792,Holly Pate,1,88754,73064,Office Machines,Computer Periphera,150,Central,23878,1583,Oklahoma
Shawnee,2784,Rebecca Abrams,1,86987,74801,Office Machines,Computer Periphera,363,Central,21285,1002,Oklahoma
Oklahoma City,2631,Cecil Shields,1,85924,73120,Office Machines,Computer Periphera,-23,Central,26311,15,Oklahoma
Oklahoma City,2631,Cecil Shields,1,85922,73120,Office Machines,Computer Periphera,-107,Central,26121,86,Oklahoma
Bartlesville,202,Max Small,1,88972,74006,Office Machines,Computer Periphera,-134,Central,18783,86,Oklahoma
Midwest City,1750,Constance Britt,1,87250,73110,Office Machines,Computer Periphera,-38,Central,21601,113,Oklahoma
Ponca City,2644,Alfred Moran,1,87507,74601,Office Machines,Computer Periphera,-32,Central,21432,9,Oklahoma
Bartlesville,327,Sherri McKinney,1,90975,74006,Office Machines,Computer Periphera,-110,Central,20456,161,Oklahoma
Owasso,2632,Theodore Corbett,1,85924,74055,Office Machines,Computer Periphera,340,Central,26312,493,Oklahoma
Sioux Falls,2619,Brandon E Shepherd,1,88022,57103,Office Machines,Computer Periphera,-33,Central,24013,6,South Dakota
Arlington,886,Betty Barbour,1,89542,76017,Office Machines,Computer Periphera,-42,Central,19591,76,Texas
Texarkana,862,Vivian Hodge,1,90458,75503,Office Machines,Computer Periphera,-53,Central,21935,64,Texas
Austin,887,Cindy Hinton,1,89546,78745,Office Machines,Computer Periphera,222,Central,21867,423,Texas
Flower Mound,1233,Gary Hester,1,89379,75028,Office Machines,Computer Periphera,368,Central,18957,534,Texas
Frisco,1744,Leon Doyle,1,91028,75034,Office Machines,Computer Periphera,107,Central,23821,225,Texas
Flower Mound,1233,Gary Hester,1,89375,75028,Office Machines,Computer Periphera,-565,Central,21207,163,Texas
Harker Heights,2119,James Goldman,1,90894,76543,Office Machines,Computer Periphera,-225,Central,25385,887,Texas
Mesquite,1660,Keith Liu Duncan,1,90130,75150,Office Machines,Computer Periphera,210,Central,24595,1736,Texas
The Woodlands,1139,Stacey Davenport,1,86585,77381,Office Machines,Computer Periphera,15,Central,21104,1746,Texas
Pearland,3142,Penny Holmes,1,86371,77581,Office Machines,Computer Periphera,-24,Central,24342,13,Texas
Coppell,1684,Glenda Holder,1,90616,75019,Office Machines,Computer Periphera,-99,Central,25938,61,Texas
Mineral Wells,514,Meredith Brandon,1,90068,76067,Office Machines,Computer Periphera,-24,Central,24888,437,Texas
Denton,896,Jennifer Siegel,1,90167,76201,Office Machines,Computer Periphera,36,Central,19470,518,Texas
Abilene,825,Marvin Hunt,1,89262,79605,Office Machines,Computer Periphera,-21,Central,21500,477,Texas
Highland Village,954,Tony Chandler,1,90772,75067,Office Machines,Computer Periphera,247,Central,21397,574,Texas
Houston,1999,Priscilla Kane,1,54146,77070,Office Machines,Computer Periphera,-135,Central,7568,208,Texas
Lewisville,1248,Connie W Sutton,1,91557,75057,Office Machines,Computer Periphera,1240,Central,24581,1797,Texas
Saginaw,161,Edgar Oakley,1,89967,76131,Office Machines,Computer Periphera,24,Central,26252,80,Texas
Haltom City,2118,Sheryl Cole,1,90892,76117,Office Machines,Computer Periphera,353,Central,22516,1320,Texas
Gainesville,172,Norman Sawyer,1,87466,76240,Office Machines,Computer Periphera,-380,Central,23336,121,Texas
Beaumont,889,Elsie G Ferguson,1,89550,77705,Office Machines,Computer Periphera,-132,Central,24742,49,Texas
Dallas,1106,Maxine Collier Grady,1,34244,75220,Office Machines,Computer Periphera,-90,Central,4817,378,Texas
Laredo,1109,Dennis Welch,1,86413,78041,Office Machines,Computer Periphera,-90,Central,22817,90,Texas
Sulphur Springs,1229,Patrick Byrne,1,90378,75482,Office Machines,Computer Periphera,-112,Central,25811,56,Texas
Bedford,890,Billie Fowler,1,89548,76021,Office Machines,Computer Periphera,-80,Central,26077,80,Texas
Deer Park,245,Julie Pruitt,1,86718,77536,Office Machines,Computer Periphera,-52,Central,18167,83,Texas
Coppell,1684,Glenda Holder,1,90614,75019,Office Machines,Computer Periphera,194,Central,25939,280,Texas
The Woodlands,1139,Stacey Davenport,1,86585,77381,Office Machines,Computer Periphera,238,Central,21105,345,Texas
Duncanville,1126,Arlene Lutz,1,87226,75116,Office Machines,Computer Periphera,461,Central,18247,669,Texas
Fort Worth,1234,Vickie Howe Lawrence,1,89380,76106,Office Machines,Computer Periphera,86,Central,23357,125,Texas
Cloverleaf,2213,Edna Welch,1,88038,77015,Office Machines,Computer Periphera,738,Central,25643,1711,Texas
San Antonio,266,Ross Frederick,1,90593,78207,Office Machines,Computer Periphera,326,Central,20858,1301,Texas
Lubbock,1367,James Hunter,1,90513,79424,Office Machines,Computer Periphera,-326,Central,20539,79,Texas
Lubbock,1367,James Hunter,1,90517,79424,Office Machines,Computer Periphera,-49,Central,20913,247,Texas
Cloverleaf,2213,Edna Welch,1,88031,77015,Office Machines,Computer Periphera,-122,Central,24832,104,Texas
Hurst,2423,Nicholas Wallace,1,89054,76053,Office Machines,Computer Periphera,270,Central,25126,415,Texas
Euless,1132,Michael Robbins,1,88104,76039,Office Machines,Computer Periphera,-115,Central,23568,333,Texas
Mcallen,1562,Kristin Snyder,1,88095,78501,Office Machines,Computer Periphera,-70,Central,22994,19,Texas
Carrollton,1237,Eva Simpson,1,86084,75007,Office Machines,Computer Periphera,526,Central,20431,762,Texas
Houston,2567,Dolores Vincent,1,42369,77070,Office Machines,Computer Periphera,275,Central,5974,1573,Texas
